CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
SU,6627,AEROFLOT RUSSIAN AIRLINES,2018-12-10T13:30:00,2018-12-10T13:30:00,A,LED,ST. PETERSBURG,סט.פטרסבורג,S.PETERSBURG,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
AZ,806,ALITALIA,2018-12-10T13:55:00,2018-12-10T13:55:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
DL,6600,DELTA AIRLINES,2018-12-10T13:55:00,2018-12-10T13:55:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TO,3301,TRANSAVIA FRANCE,2018-12-10T13:55:00,2018-12-10T13:55:00,D,ORY,PARIS-ORLY,פאריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
EZY,7934,EASYJET,2018-12-10T14:00:00,2018-12-10T14:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,1,,,ON TIME,בזמן
HV,6532,TRANSAVIA,2018-12-10T14:00:00,2018-12-10T14:00:00,D,EIN,EINDHOVEN,איינדהובן,EINDHOVEN,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
MNB,610,MNG CARGO AIRLINES,2018-12-10T14:00:00,2018-12-10T14:00:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
QAS,9HVCM,QUALITY AIR SERVICES,2018-12-10T14:00:00,2018-12-10T14:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
UTA,738,U.T.A.,2018-12-10T14:00:00,2018-12-10T14:00:00,D,MRV,MINERALNYE VODY,מינראל וודי,MINERALNYE VODY,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
LY,016,EL AL ISRAEL AIRLINES,2018-12-10T14:05:00,2018-12-10T14:05:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EZY,2083,EASYJET,2018-12-10T14:15:00,2018-12-10T14:15:00,A,LTN,LUTON,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,2652,EL AL ISRAEL AIRLINES,2018-12-10T14:15:00,2018-12-10T14:15:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,NOT FINAL,לא סופי
PS,779,UKRAINE INTL  AIR,2018-12-10T14:15:00,2018-12-10T14:15:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,NOT FINAL,לא סופי
